_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
14887	2020	6301	Napoli Federico II	LM-46	Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	NAPOLI	63	M	25
14888	2020	6301	Napoli Federico II	LM-04cu	Corso di Laurea Magistrale in Architettura	NAPOLI	63	M	25
14889	2020	6301	Napoli Federico II	LM-04	Architettura (Progettazione Architettonica)	NAPOLI	63	F	25
14890	2020	5807	Roma Tre	LM-16	Finanza e Impresa	ROMA	58	M	25
14891	2020	5807	Roma Tre	L-11	Lingue e Culture Straniere	ROMA	58	M	25
14892	2020	5806	Roma Foro Italico	LM-67	Attività Motorie Preventive e Adattate	ROMA	58	F	25
14893	2020	5807	Roma Tre	LM-92	Scienze Cognitive della Comunicazione e dell'Azione	ROMA	58	F	25
14894	2020	5807	Roma Tre	LM-87	Coordinatore dei Servizi Educativi e dei Servizi Sociali	ROMA	58	F	25
14895	2020	5810	Roma Marconi - telematica	L-10	Lettere	ROMA	58	M	25
14896	2020	5817	Roma Link Campus	L-16	Scienze della Politica e dei Rapporti Internazionali	ROMA	58	M	25
14897	2020	6001	Cassino	LM-77	Economia e Diritto d'Impresa	CASSINO	60	M	25
14898	2020	6001	Cassino	LM-32	Ingegneria Informatica	CASSINO	60	M	25
14899	2020	6601	L'Aquila	LM-04cu	Ingegneria Edile-Architettura	L'AQUILA	66	F	25
14900	2020	6901	Chieti e Pescara	L-33	Economia, Mercati e Sviluppo	PESCARA	68	F	25
14901	2020	6901	Chieti e Pescara	LM-13	Farmacia	CHIETI	69	M	25
14902	2020	6304	Napoli Benincasa	LM-57	Pedagogia e Formazione Continua: Scuola, Comunita', Territorio	NAPOLI	63	F	25
14903	2020	8201	Palermo	L-31	Informatica	PALERMO	82	M	25
14904	2020	8201	Palermo	L-30	Scienze Fisiche	PALERMO	82	M	25
14905	2020	8201	Palermo	L-25	Scienze e Tecnologie Agrarie	PALERMO	82	M	25
14906	2020	8201	Palermo	L-09	Ingegneria Chimica	PALERMO	82	M	25
14907	2020	8001	Reggio Calabria	LM-56	Economia	REGGIO DI CALABRIA	80	F	25
14908	2020	8301	Messina	LM-13	Chimica e Tecnologia Farmaceutiche	MESSINA	83	F	25
14909	2020	8601	Enna KORE	L-39	Servizio Sociale	ENNA	86	F	25
14910	2020	8701	Catania	LM-33	Ingegneria Meccanica	CATANIA	87	M	25
14911	2020	8701	Catania	LM-67	Scienze e Tecniche delle Attività Motorie Preventive e Adattate	CATANIA	87	F	25
14912	2020	8701	Catania	LM-78	Scienze Filosofiche	CATANIA	87	F	25
14913	2020	8701	Catania	L-27	Chimica	CATANIA	87	F	25
14914	2020	8701	Catania	LM/SNT2	Scienze Riabilitative delle Professioni Sanitarie	CATANIA	87	F	25
14915	2020	8701	Catania	L-08	Ingegneria Informatica	CATANIA	87	F	25
14916	2020	8701	Catania	L-05	Filosofia	CATANIA	87	M	25
14917	2020	7901	Catanzaro	L-02	Biotecnologie	CATANZARO	79	F	25
14918	2020	7901	Catanzaro	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	CATANZARO	79	M	25
14919	2020	7501	Salento	L-15	Manager del Turismo	LECCE	75	F	25
14920	2020	7501	Salento	LM-78	Scienze Filosofiche	LECCE	75	F	25
14921	2020	7201	Bari	LM-77	Economia degli Intermediari e dei Mercati Finanziari	BARI	72	M	25
14922	2020	7201	Bari	LM-13	Farmacia	BARI	72	M	25
14923	2020	7101	Foggia	L-25	Scienze e Tecnologie Agrarie	FOGGIA	71	M	25
14924	2020	7201	Bari	L-18	Economia Aziendale	BRINDISI	74	F	25
14925	2020	9201	Cagliari	L-22	Scienze delle Attivita' Motorie e Sportive	CAGLIARI	92	M	25
14926	2020	9201	Cagliari	LM-04	Architettura	CAGLIARI	92	F	25
14927	2021	101	Torino	L-12	Lingue e Culture dell'Asia e dell'Africa	TORINO	1	M	25
14928	2021	101	Torino	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	TORINO	1	F	25
14929	2020	9201	Cagliari	LM-14	Filologie e Letterature Classiche e Moderne	CAGLIARI	92	F	25
14930	2021	101	Torino	LM-17	Fisica	TORINO	1	F	25
14931	2021	101	Torino	LM-51	Scienze del Corpo e della Mente	TORINO	1	M	25
14932	2021	101	Torino	L-31	Informatica	TORINO	1	F	25
14933	2021	101	Torino	LM-77	Finanza Aziendale e Mercati Finanziari	TORINO	1	F	25
14934	2021	101	Torino	LM-62	Scienze del Governo	TORINO	1	F	25
14935	2021	102	Torino Politecnico	L-08	Ingegneria Fisica	TORINO	1	F	25
14936	2021	102	Torino Politecnico	L-07	Ingegneria per l'Ambiente e il Territorio	TORINO	1	F	25
14937	2021	401	Bra Scienze Gastronomiche	L-26	Scienze Gastronomiche	BRA	4	M	25
14938	2021	1502	Milano Politecnico	L-08	Ingegneria Informatica	CREMONA	19	M	25
14939	2021	1502	Milano Politecnico	LM-29	Electronics Engineering - Ingegneria Elettronica	MILANO	15	F	25
14940	2021	1502	Milano Politecnico	LM-24	Management Of Built Environment - Gestione del Costruito	MILANO	15	M	25
14941	2021	1503	Milano Bocconi	LM-77	Economics And Management in Arts, Culture, Media And Entertainment	MILANO	15	M	25
14942	2021	1504	Milano Cattolica	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	POTENZA	76	F	25
14943	2021	1202	Insubria	LM-77	Global Entrepreneurship Economics And Management /Imprenditorialità, Economia e Management Internazionale (Geem)	VARESE	12	M	25
14944	2021	1001	Genova	L-08	Ingegneria Biomedica	GENOVA	10	M	25
14945	2021	1001	Genova	L-08	Ingegneria Elettronica e Tecnologie dell'Informazione	GENOVA	10	M	25
14946	2021	1001	Genova	LM-33	Ingegneria Meccanica - Energia e Aeronautica	GENOVA	10	M	25
14947	2021	1001	Genova	LM-38	Lingue e Letterature Moderne per i Servizi Culturali	GENOVA	10	F	25
14948	2021	1504	Milano Cattolica	L-35	Matematica	BRESCIA	17	F	25
14949	2021	1504	Milano Cattolica	L-18	Economia e Gestione dei Servizi	ROMA	58	M	25
14950	2021	1508	Milano San Raffaele	L-05	Filosofia	MILANO	15	M	25
14951	2021	1509	Milano Bicocca	LM-56	International Economics - Economia Internazionale	MILANO	15	M	25
14952	2021	1601	Bergamo	L-10	Lettere	BERGAMO	16	M	25
14953	2021	1601	Bergamo	LM-56	Economics And Data Analysis	BERGAMO	16	F	25
14954	2021	1509	Milano Bicocca	LM-16	Economia e Finanza	MILANO	15	F	25
14955	2021	1801	Pavia	LM-06	Molecular Biology And Genetics	PAVIA	18	F	25
14956	2021	1801	Pavia	LM-23	Ingegneria Civile	PAVIA	18	M	25
14957	2021	1801	Pavia	L-30	Fisica	PAVIA	18	M	25
14958	2021	1801	Pavia	L/SNT2	Logopedia (Abilitante alla Professione Sanitaria di Logopedista)	PAVIA	18	F	25
14959	2021	2201	Trento	LM-77	Economia e Legislazione d'Impresa	TRENTO	22	F	25
14960	2021	2201	Trento	LM-51	Psicologia	ROVERETO	22	M	25
14961	2021	2201	Trento	LM-22	Materials And Production Engineering	TRENTO	22	M	25
14962	2021	2201	Trento	LM-14	Filologia e Critica Letteraria	TRENTO	22	F	25
14963	2021	2201	Trento	L-20	Interfacce e Tecnologie della Comunicazione	ROVERETO	22	M	25
14964	2021	1801	Pavia	LM-29	Electronic Engineering	PAVIA	18	M	25
14965	2021	2801	Padova	LM-51	Psicologia Sociale, del Lavoro e della Comunicazione	PADOVA	28	M	25
14966	2021	2801	Padova	LM-70	Scienze e Tecnologie Alimentari	LEGNARO	28	M	25
14967	2021	2801	Padova	LM-09	Pharmaceutical Biotechnologies - Biotecnologie Farmaceutiche	PADOVA	28	F	25
14968	2021	2801	Padova	LM-09	Biotecnologie per l'Alimentazione	LEGNARO	28	F	25
14969	2021	2801	Padova	LM-35	Environmental Engineering	PADOVA	28	F	25
14970	2021	2801	Padova	LM-35	Environmental Engineering	PADOVA	28	M	25
14971	2021	3001	Udine	LM-37	Lingue e Letterature Europee ed Extraeuropee	UDINE	30	F	25
14972	2021	3201	Trieste	L-24	Scienze e Tecniche Psicologiche	TRIESTE	32	M	25
14973	2021	3201	Trieste	L-09	Ingegneria Navale	TRIESTE	32	M	25
14974	2021	2801	Padova	L-02	Biotecnologie	PADOVA	28	M	25
14975	2021	2801	Padova	L/SNT2	Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale)	ROVIGO	29	F	25
14976	2021	2301	Verona	LM-67	Scienze Motorie Preventive ed Adattate	VERONA	23	F	25
14977	2021	2301	Verona	LM-62	Governance dell'Emergenza	VERONA	23	F	24
14978	2021	2301	Verona	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	VERONA	23	M	24
14979	2021	2801	Padova	L-27	Scienza dei Materiali	PADOVA	28	M	24
14980	2021	2801	Padova	L-15	Progettazione e Gestione del Turismo Culturale	PADOVA	28	M	24
14981	2021	3201	Trieste	L-16	Scienze Politiche e dell'Amministrazione	TRIESTE	32	M	24
14982	2021	3001	Udine	L-10	Lettere	UDINE	30	M	24
14983	2021	3001	Udine	L-18	Banca e Finanza	PORDENONE	93	M	24
14984	2021	3001	Udine	L-25	Scienze Agrarie	UDINE	30	M	24
14985	2021	2801	Padova	LM-22	Ingegneria Chimica e dei Processi Industriali	PADOVA	28	F	24
14986	2021	2801	Padova	LM-06	Molecular Biology	PADOVA	28	F	24
14987	2021	2801	Padova	L-41	Statistica per le Tecnologie e le Scienze	PADOVA	28	M	24
14988	2021	2801	Padova	LM-71	Chimica Industriale	PADOVA	28	M	24
14989	2021	2801	Padova	LM-53	Ingegneria dei Materiali	PADOVA	28	M	24
14990	2021	1801	Pavia	LM-56	Economics, Finance And International Integration	PAVIA	18	F	24
14991	2021	1801	Pavia	LM-54	Chimica	PAVIA	18	F	24
14992	2021	1801	Pavia	LM-59	Comunicazione Digitale	PAVIA	18	F	24
14993	2021	2101	Bolzano	L-33	Scienze Economiche e Sociali	BOLZANO - BOZEN	21	F	24
14994	2021	2201	Trento	L-05	Filosofia	TRENTO	22	F	24
14995	2021	1801	Pavia	L-22	Scienze Motorie	VOGHERA	18	F	24
14996	2021	1801	Pavia	LM-04cu	Ingegneria Edile-Architettura	PAVIA	18	F	24
14997	2021	1701	Brescia	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	MANTOVA	20	F	24
14998	2021	1509	Milano Bicocca	L-27	Scienze e Tecnologie Chimiche	MILANO	15	M	24
14999	2021	1509	Milano Bicocca	L-27	Scienza dei Materiali	MILANO	15	M	24
15000	2021	1508	Milano San Raffaele	LM-78	Filosofia del Mondo Contemporaneo	MILANO	15	F	24
15001	2021	1601	Bergamo	L-05	Filosofia	BERGAMO	16	F	24
15002	2021	1509	Milano Bicocca	LM-76	Economia del Turismo	MILANO	15	M	24
15003	2021	1509	Milano Bicocca	LM-82	Biostatistica	MILANO	15	F	24
15004	2021	1504	Milano Cattolica	LM-70	Scienze e Tecnologie Alimentari	PIACENZA	33	F	24
15005	2021	1504	Milano Cattolica	L-05	Filosofia	MILANO	15	F	24
15006	2021	1504	Milano Cattolica	L-10	Lettere	BRESCIA	17	F	24
15007	2021	1504	Milano Cattolica	LM/SNT1	Scienze Infermieristiche e Ostetriche	ROMA	58	F	24
15008	2021	1001	Genova	LM-32	Robotics Engineering - Ingegneria della Robotica	GENOVA	10	M	24
15009	2021	1001	Genova	LM-13	Chimica e Tecnologia Farmaceutiche	GENOVA	10	F	24
15010	2021	1502	Milano Politecnico	LM-48	Urban Planning And Policy Design	MILANO	15	F	24
15011	2021	1502	Milano Politecnico	LM-24	Management Of Built Environment	MILANO	15	F	24
15012	2021	1501	Milano	LM-74	Scienze della Terra	MILANO	15	M	24
15013	2021	1001	Genova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	PIETRA LIGURE	9	F	24
15014	2021	201	Piemonte Orientale	L-10	Lettere	VERCELLI	2	F	24
15015	2021	201	Piemonte Orientale	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	NOVARA	3	F	24
15016	2021	201	Piemonte Orientale	L-05	Filosofia e Comunicazione	VERCELLI	2	F	24
15017	2021	102	Torino Politecnico	LM-33	Ingegneria della Produzione Industriale e dell'Innovazione Tecnologica	TORINO	1	F	24
15018	2021	102	Torino Politecnico	L-08	Electronic And Communications Engineering (Ingegneria Elettronica e delle Comunicazioni)	TORINO	1	M	24
15019	2021	101	Torino	LM-88	Sociologia	TORINO	1	F	24
15020	2021	101	Torino	LM-84	Scienze Storiche	TORINO	1	F	24
15021	2021	101	Torino	LM-08	Biotecnologie Industriali	TORINO	1	F	24
15022	2021	101	Torino	LM-13	Farmacia	TORINO	1	M	24
15023	2021	101	Torino	L-25	Scienze Forestali e Ambientali	GRUGLIASCO	1	M	24
15024	2021	101	Torino	L-19	Scienze dell'Educazione	SAVIGLIANO	4	F	24
15025	2020	7201	Bari	L-36	Scienze Politiche Relazioni Internazionali e Studi Europei	BARI	72	M	24
15026	2020	7201	Bari	LM-68	Scienze e Tecniche dello Sport	BARI	72	M	24
15027	2020	7202	Bari Politecnico	LM-23	Ingegneria Civile	BARI	72	F	24
15028	2020	7501	Salento	L-09	Ingegneria Industriale	BRINDISI	74	M	24
15029	2020	7501	Salento	L-13	Scienze Biologiche	LECCE	75	M	24
15030	2020	7801	Calabria	LM-23	Ingegneria Civile	RENDE	78	F	24
15031	2020	8701	Catania	L-07	Ingegneria Civile e Ambientale	CATANIA	87	F	24
15032	2020	8701	Catania	L-01	Beni Culturali	CATANIA	87	M	24
15033	2020	8601	Enna KORE	LM-04cu	Architettura	ENNA	86	M	24
15034	2020	8601	Enna KORE	LM-67	Scienze e Tecniche delle Attività Motorie Preventive e Adattate	ENNA	86	M	24
15035	2020	8601	Enna KORE	L-22	Scienze delle Attivita Motorie e Sportive	ENNA	86	M	24
15036	2020	8301	Messina	LM-13	Farmacia	MESSINA	83	F	24
15037	2020	8301	Messina	L-28	Scienze e Tecnologie della Navigazione	MESSINA	83	M	24
15038	2020	8201	Palermo	L-09	Ingegneria Biomedica	PALERMO	82	M	24
15039	2020	8201	Palermo	LM-46	Odontoiatria e Protesi Dentaria	PALERMO	82	F	24
15040	2020	8201	Palermo	LM-28	Ingegneria Elettrica	PALERMO	82	M	24
15041	2020	8201	Palermo	LM-23	Ingegneria Civile	PALERMO	82	M	24
15042	2020	6303	Napoli L'Orientale	LM-52	Studi Internazionali	NAPOLI	63	M	24
15043	2020	6306	Napoli Vanvitelli	LM/SNT1	Scienze Infermieristiche e Ostetriche	NAPOLI	63	F	24
15044	2020	6306	Napoli Vanvitelli	L-14	Scienze dei Servizi Giuridici	SANTA MARIA CAPUA VETERE	61	F	24
15045	2020	6306	Napoli Vanvitelli	L-15	Scienze del Turismo	CASERTA	61	F	24
15046	2020	6306	Napoli Vanvitelli	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	NAPOLI	63	M	24
15047	2020	6501	Salerno	L-31	Informatica	FISCIANO	65	F	24
15048	2020	6501	Salerno	L-09	Ingegneria Chimica	FISCIANO	65	M	24
15049	2020	6501	Salerno	L-27	Chimica	FISCIANO	65	F	24
15050	2020	6306	Napoli Vanvitelli	LM-63	Scienze e Tecniche delle Amministrazioni Pubbliche	CASERTA	61	M	24
15051	2020	6001	Cassino	LM-38	Lingue e Letterature Moderne per i Servizi Interculturali, la Mediazione Linguistica e la Cooperazione Internazionale	CASSINO	60	F	24
15052	2020	6001	Cassino	LM-67	Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate	CASSINO	60	M	24
15053	2020	6001	Cassino	L-33	Economia e Commercio	CASSINO	60	F	24
15054	2020	6001	Cassino	LM-14	Lettere	CASSINO	60	F	24
15055	2020	5811	Roma UNITELMA - telematica	LMG/01	Giurisprudenza	ROMA	58	M	24
15056	2020	5809	Roma UNINT	LM-77	Economia e Management Internazionale	ROMA	58	M	24
15057	2020	5807	Roma Tre	LM-84	Storia e Società	ROMA	58	M	24
15058	2020	5809	Roma UNINT	LM-37	Lingue per la Comunicazione Interculturale e la Didattica	ROMA	58	F	24
15059	2020	5807	Roma Tre	L-05	Filosofia	ROMA	58	F	24
15060	2020	5807	Roma Tre	L-19	Scienze dell'Educazione	ROMA	58	M	24
15061	2020	6301	Napoli Federico II	LM-23	Ingegneria dei Sistemi Idraulici e di Trasporto	NAPOLI	63	M	24
15062	2020	6301	Napoli Federico II	LM-61	Scienze della Nutrizione Umana	NAPOLI	63	F	24
15063	2021	5401	Perugia	LM-67	Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate	PERUGIA	54	F	24
15064	2021	5601	Tuscia	L-10	Scienze Umanistiche	VITERBO	56	F	24
15065	2021	5403	Perugia Stranieri	L-20	Comunicazione Internazionale, Interculturale e Pubblicitaria	PERUGIA	54	F	24
15066	2021	5401	Perugia	LM-88	Scienze Socioantropologiche per l'Integrazione e la Sicurezza Sociale	NARNI	55	F	24
15067	2021	5001	Pisa	LM-43	Informatica Umanistica	PISA	50	F	24
15068	2021	5202	Siena Stranieri	LM-14	Competenze Testuali per l'Editoria, l'Insegnamento e la Promozione Turistica	SIENA	52	F	24
15069	2021	5001	Pisa	LM-84	Storia e Civiltà	PISA	50	F	24
15070	2021	5201	Siena	LM-06	Biologia	SIENA	52	F	24
15071	2021	5601	Tuscia	LM-62	Scienze della Politica, della Sicurezza Internazionale e della Comunicazione Pubblica	VITERBO	56	F	24
15072	2021	5801	Roma La Sapienza	LM-33	Ingegneria Meccanica	ROMA	58	F	24
15073	2021	5801	Roma La Sapienza	LM-04	Architettura (Restauro)	ROMA	58	M	24
15074	2021	5801	Roma La Sapienza	L-27	Chimica Industriale	ROMA	58	F	24
15075	2021	5802	Roma Tor Vergata	LM-89	Storia dell'Arte	ROMA	58	F	24
15076	2021	5802	Roma Tor Vergata	LM-90	European Economy And Business Law	ROMA	58	F	24
15077	2021	5802	Roma Tor Vergata	LM/SNT3	Scienze delle Professioni Sanitarie Tecniche Diagnostiche	ROMA	58	M	24
15078	2021	5802	Roma Tor Vergata	LM-04cu	Ingegneria Edile-Architettura	ROMA	58	F	24
15079	2021	5802	Roma Tor Vergata	LM-13	Farmacia	ROMA	58	F	24
15080	2021	5802	Roma Tor Vergata	L-11	Lingue nella Societa dell'Informazione	ROMA	58	F	24
15081	2021	5802	Roma Tor Vergata	L/SNT2	Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica)	ROMA	58	F	24
15082	2021	5801	Roma La Sapienza	LM-90	European Studies	ROMA	58	M	24
15083	2021	5801	Roma La Sapienza	LM-91	Data Science	ROMA	58	F	24
15084	2021	5801	Roma La Sapienza	LM-65	Teatro, Cinema, Danza e Arti Digitali	ROMA	58	M	24
15085	2021	5801	Roma La Sapienza	LM-77	Management delle Tecnologie, Innovazione e Sostenibilita'	ROMA	58	F	24
15086	2021	5809	Roma UNINT	LM-37	Lingue per la Comunicazione Interculturale e la Didattica	ROMA	58	F	24
15087	2021	5807	Roma Tre	LM-78	Scienze Filosofiche	ROMA	58	F	24
15088	2021	5813	Roma UNINETTUNO - telematica	L-14	Diritto dell'Impresa, del Lavoro e delle Nuove Tecnologie	ROMA	58	M	24
15089	2021	4201	Marche	LM-24	Ingegneria Edile	ANCONA	42	F	24
15090	2021	4302	Camerino	LM-06	Biological Sciences	CAMERINO	43	F	24
15091	2021	4801	Firenze	L-05	Filosofia	FIRENZE	48	M	24
15092	2021	4801	Firenze	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	FIRENZE	48	F	24
15093	2021	5001	Pisa	L-25	Scienze Agrarie	PISA	50	F	24
15094	2021	4804	Firenze IUL - telematica	L-19	Metodi e Tecniche delle Interazioni Educative	FIRENZE	48	F	24
15095	2021	4801	Firenze	LM-46	Odontoiatria e Protesi Dentaria	FIRENZE	48	F	24
15096	2021	4801	Firenze	LM-05	Scienze Archivistiche e Biblioteconomiche	FIRENZE	48	F	24
15097	2021	4801	Firenze	L-08	Ingegneria Elettronica e delle Telecomunicazioni	FIRENZE	48	F	24
15098	2021	3401	Parma	LM-19	Giornalismo e Cultura Editoriale	PARMA	34	F	24
15099	2021	3401	Parma	LM-19	Giornalismo, Cultura Editoriale e Comunicazione Multimediale	PARMA	34	F	24
15100	2021	3701	Bologna	L-30	Fisica	BOLOGNA	37	F	24
15101	2021	3701	Bologna	L-25	Tecnologie Agrarie	BOLOGNA	37	F	24
15102	2021	3701	Bologna	LM-04cu	Architettura	CESENA	40	M	24
15103	2021	3801	Ferrara	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	PIEVE DI CENTO	37	F	24
15104	2021	3701	Bologna	LM-51	Psicologia Clinica	CESENA	40	M	24
15105	2021	3701	Bologna	LM-52	Relazioni Internazionali	BOLOGNA	37	M	24
15106	2021	3701	Bologna	LM-60	Scienze e Gestione della Natura	BOLOGNA	37	M	24
15107	2021	3701	Bologna	LM-62	Mass Media e Politica	FORLI'	40	M	24
15108	2021	3701	Bologna	LM-67	Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	RIMINI	99	F	24
15109	2021	6901	Chieti e Pescara	L-33	Economia e Informatica per l'Impresa	PESCARA	68	M	24
15110	2021	6901	Chieti e Pescara	LM-77	Economia e Management	PESCARA	68	F	24
15111	2021	7001	Molise	L-26	Scienze e Tecnologie Alimentari	CAMPOBASSO	70	F	24
15112	2021	6601	L'Aquila	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	L'AQUILA	66	M	24
15113	2021	7201	Bari	LM-77	Strategie d'Impresa e Management	TARANTO	73	F	24
15114	2021	7202	Bari Politecnico	L-23	Ingegneria Edile	BARI	72	F	24
15115	2021	7201	Bari	L-31	Informatica	BARI	72	F	24
15116	2021	7201	Bari	L-28	Scienze e Gestione delle Attivita' Marittime	TARANTO	73	F	24
15117	2021	7201	Bari	LM-68	Scienze e Tecniche dello Sport	BARI	72	M	24
15118	2021	6301	Napoli Federico II	LM-86	Scienze e Tecnologie delle Produzioni Animali	NAPOLI	63	F	24
15119	2021	6302	Napoli Parthenope	LM-47	Scienze e Management dello Sport e delle Attività Motorie	NAPOLI	63	M	24
15120	2021	6301	Napoli Federico II	L-18	Economia delle Imprese Finanziarie	NAPOLI	63	F	24
15121	2021	6306	Napoli Vanvitelli	L-07	Ingegneria Civile - Edile - Ambientale	AVERSA	61	M	24
15122	2021	6306	Napoli Vanvitelli	L/SNT2	Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva)	NAPOLI	63	F	24
15123	2021	6306	Napoli Vanvitelli	LM-06	Biologia	CASERTA	61	F	24
15124	2021	6304	Napoli Benincasa	LMG/01	Giurisprudenza	NAPOLI	63	M	24
15125	2021	6501	Salerno	LM-68	Scienze della Valutazione Motorio-Sportiva e Tecniche di Analisi e Progettazione dello Sport per Disabili	FISCIANO	65	F	24
15126	2021	8201	Palermo	LMG/01	Giurisprudenza	AGRIGENTO	84	F	24
15127	2021	8201	Palermo	L-12	Lingue e Letterature - Studi Interculturali	PALERMO	82	M	24
15128	2021	8201	Palermo	LM-69	Imprenditorialita' e Qualita' per il Sistema Agroalimentare	PALERMO	82	F	24
15129	2021	7601	Basilicata	LM-04cu	Architettura	MATERA	77	F	24
15130	2021	7801	Calabria	LM-49	Valorizzazione dei Sistemi Turistico Culturali	RENDE	78	F	24
15131	2021	7801	Calabria	L-11	Lingue e Culture Moderne	RENDE	78	M	24
15132	2021	7801	Calabria	L-29	Informazione Scientifica del Farmaco e dei Prodotti per la Salute	RENDE	78	F	24
15133	2021	8001	Reggio Calabria	L-25	Scienze e Tecnologie Agrarie	REGGIO DI CALABRIA	80	M	24
15134	2021	7901	Catanzaro	LM-51	Psicologia Cognitiva e Neuroscienze	CATANZARO	79	F	24
15135	2021	8701	Catania	LM-89	Storia dell'Arte e Beni Culturali	CATANIA	87	F	24
15136	2021	8701	Catania	L-22	Scienze Motorie	CATANIA	87	F	24
15137	2021	8701	Catania	L-27	Chimica	CATANIA	87	M	24
15138	2021	8701	Catania	L-27	Chimica Industriale	CATANIA	87	F	24
15139	2021	9201	Cagliari	LM-06	Biologia Cellulare e Molecolare	CAGLIARI	92	F	24
15140	2021	9201	Cagliari	L-17	Scienze dell'Architettura	CAGLIARI	92	M	24
15141	2021	9201	Cagliari	LM-18	Informatica	CAGLIARI	92	M	24
15142	2019	1501	Milano	LM-76	Environmental And Food Economics	MILANO	15	M	24
15143	2019	1501	Milano	LM-86	Scienze e Tecnologie delle Produzioni Animali	MILANO	15	F	24
15144	2019	1501	Milano	LM-15	Filologia, Letterature e Storia dell'Antichita	MILANO	15	F	24
15145	2019	1501	Milano	L-37	Scienze Sociali per la Globalizzazione	MILANO	15	M	24
15146	2019	1501	Milano	L-25	Scienze e Tecnologie Agrarie	MILANO	15	F	24
15147	2019	1301	Novedrate e-Campus - telematica	L-10	Letteratura, Arte, Musica e Spettacolo	NOVEDRATE	13	F	24
15148	2019	1202	Insubria	L-32	Scienze dell'Ambiente e della Natura	VARESE	12	F	24
15149	2019	1202	Insubria	L-22	Scienze Motorie	VARESE	12	F	24
15150	2019	1301	Novedrate e-Campus - telematica	LM-14	Letteratura, Lingua e Cultura Italiana	NOVEDRATE	13	F	24
15151	2019	1301	Novedrate e-Campus - telematica	L-36	Scienze Politiche e Sociali	NOVEDRATE	13	F	24
15152	2019	1001	Genova	LM-34	Ingegneria Navale	GENOVA	10	M	24
15153	2019	1001	Genova	LM-52	Scienze Internazionali e della Cooperazione	GENOVA	10	F	24
15154	2019	1001	Genova	LM-77	Management	GENOVA	10	F	24
15155	2019	201	Piemonte Orientale	LM-77	Amministrazione, Controllo e Professione	NOVARA	3	M	24
15156	2019	101	Torino	LM-17	Fisica	TORINO	1	F	24
15157	2019	101	Torino	L-16	Scienze dell'Amministrazione e Consulenza del Lavoro	TORINO	1	M	24
15158	2019	101	Torino	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	TORINO	1	F	24
15159	2019	101	Torino	LM-70	Scienze Viticole ed Enologiche	ASTI	5	F	24
15160	2018	8701	Catania	LM-33	Ingegneria Meccanica	CATANIA	87	M	24
15161	2018	9001	Sassari	L-01	Scienze dei Beni Culturali	SASSARI	90	F	24
15162	2019	2801	Padova	LM-17	Fisica	PADOVA	28	M	24
15163	2019	2801	Padova	LM-35	Environmental Engineering	PADOVA	28	F	24
15164	2019	2801	Padova	L-32	Scienze Naturali	PADOVA	28	M	24
15165	2019	2701	Venezia Cà Foscari	LM-56	Sviluppo Economico e dell'Impresa	TREVISO	26	F	24
15166	2019	2701	Venezia Cà Foscari	L-39	Scienze della Società e del Servizio Sociale	VENEZIA	27	F	24
15167	2019	2702	Venezia Iuav	LM-12	Design del Prodotto e della Comunicazione Visiva	VENEZIA	27	M	24
15168	2019	2801	Padova	L-09	Ingegneria dell'Energia	PADOVA	28	F	24
15169	2019	1801	Pavia	LM-06	Neurobiologia	PAVIA	18	F	24
15170	2019	2101	Bolzano	L-19	Corso di Laurea per Educatore Sociale	BRESSANONE - BRIXEN	21	F	24
15171	2019	2101	Bolzano	LM-30	Ingegneria Energetica	BOLZANO - BOZEN	21	M	24
15172	2019	2201	Trento	LM-35	Ingegneria per l'Ambiente e il Territorio	TRENTO	22	F	24
15173	2019	2201	Trento	L-30	Fisica	TRENTO	22	F	24
