_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
28305	2021	3701	Bologna	LM-54	Fotochimica e Materiali Molecolari	BOLOGNA	37	M	9
28306	2021	3801	Ferrara	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	FERRARA	38	M	9
28307	2021	3801	Ferrara	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	FERRARA	38	F	9
28308	2021	3701	Bologna	LM-13	Farmacia	RIMINI	99	M	9
28309	2021	3701	Bologna	LM-17	Fisica	BOLOGNA	37	M	9
28310	2021	3701	Bologna	LM-18	Informatica	BOLOGNA	37	F	9
28311	2021	3701	Bologna	LM-02	Beni Archeologici, Artistici e del Paesaggio: Storia, Tutela e Valorizzazione	RAVENNA	39	M	9
28312	2021	3701	Bologna	LM-06	Bioinformatics	BOLOGNA	37	F	9
28313	2021	3701	Bologna	L-26	Viticoltura ed Enologia	CESENA	40	F	9
28314	2021	3701	Bologna	L-25	Verde Ornamentale e Tutela del Paesaggio	IMOLA	37	F	9
28315	2021	3401	Parma	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	PARMA	34	M	9
28316	2021	3401	Parma	L-05	Studi Filosofici	PARMA	34	M	9
28317	2021	3401	Parma	L-17	Architettura Rigenerazione Sostenibilita'	PARMA	34	F	9
28318	2021	3401	Parma	L-31	Informatica	PARMA	34	F	9
28319	2021	3201	Trieste	LM-78	Filosofia	TRIESTE	32	M	9
28320	2021	3201	Trieste	LM-56	Economia dei Settori Produttivi e dei Mercati Internazionali	TRIESTE	32	M	9
28321	2021	3201	Trieste	LM-62	Scienze del Governo e Politiche Pubbliche	TRIESTE	32	F	9
28322	2021	3401	Parma	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	PIACENZA	33	M	9
28323	2021	3401	Parma	LM-46	Odontoiatria e Protesi Dentaria	PARMA	34	M	9
28324	2021	3401	Parma	LM-42	Medicina Veterinaria	PARMA	34	M	9
28325	2021	3401	Parma	LM-70	Food Safety And Food Risk Management	PARMA	34	M	9
28326	2021	3401	Parma	LM-74	Scienze e Tecnologie Geologiche	PARMA	34	M	9
28327	2021	3401	Parma	LM-04	Architettura e Citta' Sostenibili	PARMA	34	M	9
28328	2021	3401	Parma	LM-08	Biotecnologie Genomiche, Molecolari e Industriali	PARMA	34	M	9
28329	2021	3401	Parma	LM-09	Biotecnologie Mediche, Veterinarie e Farmaceutiche	PARMA	34	M	9
28330	2021	3601	Modena e Reggio Emilia	LM-59	Pubblicita', Comunicazione Digitale e Creativita' d'Impresa	REGGIO NELL'EMILIA	35	M	9
28331	2021	3701	Bologna	L/SNT4	Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario)	RIMINI	99	F	9
28332	2021	3701	Bologna	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	IMOLA	37	F	9
28333	2021	3601	Modena e Reggio Emilia	LM-33	Ingegneria del Veicolo	MODENA	36	F	9
28334	2021	3601	Modena e Reggio Emilia	LM-35	Ingegneria per la Sostenibilità Ambientale	MODENA	36	M	9
28335	2021	3601	Modena e Reggio Emilia	LM-08	Biotecnologie Industriali	MODENA	36	F	9
28336	2021	3601	Modena e Reggio Emilia	LM-08	Biotecnologie Industriali	MODENA	36	M	9
28337	2021	3601	Modena e Reggio Emilia	L-30	Fisica	MODENA	36	F	9
28338	2021	3601	Modena e Reggio Emilia	L/SNT2	Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale)	REGGIO NELL'EMILIA	35	M	9
28339	2021	3601	Modena e Reggio Emilia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	REGGIO NELL'EMILIA	35	M	9
28340	2021	4801	Firenze	L-25	Viticoltura ed Enologia	FIRENZE	48	F	9
28341	2021	4801	Firenze	LM-06	Biologia	FIRENZE	48	F	9
28342	2021	4801	Firenze	LM-23	Ingegneria Civile	FIRENZE	48	F	9
28343	2021	4801	Firenze	LM-31	Ingegneria Gestionale	FIRENZE	48	F	9
28344	2021	4801	Firenze	LM-90	Relazioni Internazionali e Studi Europei	FIRENZE	48	F	9
28345	2021	4801	Firenze	LM-88	Sociologia e Ricerca Sociale	FIRENZE	48	F	9
28346	2021	4801	Firenze	LM-69	Natural Resources Management For Tropical Rural Development	FIRENZE	48	M	9
28347	2021	5001	Pisa	L-27	Chimica per l'Industria e l'Ambiente	PISA	50	F	9
28348	2021	5001	Pisa	L-31	Informatica	PISA	50	F	9
28349	2021	5001	Pisa	LM-25	Ingegneria Robotica e dell'Automazione	PISA	50	F	9
28350	2021	5001	Pisa	LM-23	Ingegneria Strutturale e Edile	PISA	50	M	9
28351	2021	5001	Pisa	LM-21	Bionics Engineering	PISA	50	M	9
28352	2021	5001	Pisa	LM-27	Ingegneria delle Telecomunicazioni	PISA	50	M	9
28353	2021	5001	Pisa	L/SNT3	Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista)	PISA	50	F	9
28354	2021	5001	Pisa	L/SNT2	Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva)	PISA	50	F	9
28355	2021	5001	Pisa	L-10	Lingua e Cultura Italiana per Stranieri	PISA	50	F	9
28356	2021	5001	Pisa	L/DS	Scienze Marittime e Navali	LIVORNO	49	F	9
28357	2021	5001	Pisa	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	PISA	50	F	9
28358	2021	4201	Marche	LM-35	Environmental Engineering	ANCONA	42	M	9
28359	2021	4201	Marche	LM-77	Management Pubblico e dei Sistemi Socio-Sanitari	SAN BENEDETTO DEL TRONTO	44	M	9
28360	2021	4301	Macerata	LM-63	Scienze dell'Amministrazione Pubblica e Privata	JESI	42	M	9
28361	2021	4301	Macerata	LM-84	Ricerca Storica e Risorse della Memoria	MACERATA	43	M	9
28362	2021	3801	Ferrara	LM-12	Innovation Design	FERRARA	38	F	9
28363	2021	3801	Ferrara	L-35	Matematica	FERRARA	38	M	9
28364	2021	3801	Ferrara	LM-56	Economia, Mercati e Management	FERRARA	38	M	9
28365	2021	3801	Ferrara	LM-17	Physics	FERRARA	38	M	9
28366	2021	4101	Urbino	L-20	Informazione, Media, Pubblicita	URBINO	41	F	9
28367	2021	4101	Urbino	L-36	Scienze Politiche, Economiche e del Governo	URBINO	41	F	9
28368	2021	4201	Marche	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	ANCONA	42	F	9
28369	2021	4201	Marche	L/SNT4	Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario)	ANCONA	42	F	9
28370	2021	4201	Marche	LM/SNT3	Scienze delle Professioni Sanitarie Tecniche Assistenziali	ANCONA	42	F	9
28371	2021	6001	Cassino	LM-31	Ingegneria Gestionale	FROSINONE	60	M	9
28372	2021	6001	Cassino	LM-27	Telecommunications Engineering - Ingegneria delle Telecomunicazioni	CASSINO	60	M	9
28373	2021	6001	Cassino	L-39	Servizio Sociale	CASSINO	60	M	9
28374	2021	6001	Cassino	L-19	Scienze dell'Educazione e della Formazione	CASSINO	60	M	9
28375	2021	5817	Roma Link Campus	LMG/01	Laurea Magistrale in Giurisprudenza	ROMA	58	F	9
28376	2021	6201	Sannio	L-07	Ingegneria Civile	BENEVENTO	62	F	9
28377	2021	6201	Sannio	LM-23	Ingegneria Civile	BENEVENTO	62	F	9
28378	2021	6001	Cassino	LM-35	Ingegneria dell'Ambiente e del Territorio	CASSINO	60	M	9
28379	2021	6001	Cassino	LM-77	Economia e Diritto d'Impresa	FROSINONE	60	F	9
28380	2021	5814	Roma  Mercatorum - telematica	L-12	Lingue e Mercati	ROMA	58	M	9
28381	2021	5815	Roma UNICUSANO - telematica	L-18	Economia Aziendale e Management	ROMA	58	M	9
28382	2021	5814	Roma  Mercatorum - telematica	L-08	INGEGNERIA  INFORMATICA	ROMA	58	F	9
28383	2021	5813	Roma UNINETTUNO - telematica	LM-51	Processi Cognitivi e Tecnologie	ROMA	58	M	9
28384	2021	5817	Roma Link Campus	L/DS	Scienze della Difesa e della Sicurezza	POZZUOLI	63	M	9
28385	2021	5808	Roma Biomedico	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	ROMA	58	M	9
28386	2021	5807	Roma Tre	LM-27	Ingegneria delle Tecnologie della Comunicazione e dell'Informazione	ROMA	58	M	9
28387	2021	5807	Roma Tre	LM-63	Scienze delle Pubbliche Amministrazioni	ROMA	58	M	9
28388	2021	5807	Roma Tre	L-36	Scienze Politiche per la Cooperazione e Lo Sviluppo	ROMA	58	M	9
28389	2021	5807	Roma Tre	L-40	Servizio Sociale e Sociologia	ROMA	58	F	9
28390	2021	5807	Roma Tre	LM-02	Archeologia	ROMA	58	F	9
28391	2021	5802	Roma Tor Vergata	L/SNT2	Podologia (Abilitante alla Professione Sanitaria di Podologo)	ROMA	58	F	9
28392	2021	5802	Roma Tor Vergata	L/SNT2	Podologia (Abilitante alla Professione Sanitaria di Podologo)	ROMA	58	M	9
28393	2021	5802	Roma Tor Vergata	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	FRASCATI	58	M	9
28394	2021	5802	Roma Tor Vergata	L-11	Lingue e Letterature Moderne	ROMA	58	M	9
28395	2021	5802	Roma Tor Vergata	L-07	Ingegneria Civile e Ambientale	ROMA	58	F	9
28396	2021	5802	Roma Tor Vergata	L-08	Ingegneria di Internet	ROMA	58	M	9
28397	2021	5801	Roma La Sapienza	LM-41	"Medicina e Chirurgia ""B"""	ROMA	58	M	9
28398	2021	5801	Roma La Sapienza	LM-41	"Medicina e Chirurgia ""A"""	ROMA	58	M	9
28399	2021	5801	Roma La Sapienza	LM-56	Analisi Economica delle Istituzioni Internazionali	ROMA	58	M	9
28400	2021	5801	Roma La Sapienza	LM-84	Scienze Storiche. Medioevo, Età Moderna, Età Contemporanea	ROMA	58	F	9
28401	2021	5801	Roma La Sapienza	LM-80	Gestione e Valorizzazione del Territorio	ROMA	58	M	9
28402	2021	5801	Roma La Sapienza	LM-77	Tecnologie e Gestione dell'Innovazione	ROMA	58	F	9
28403	2021	5801	Roma La Sapienza	LM-64	Scienze Storico-Religiose	ROMA	58	F	9
28404	2021	5801	Roma La Sapienza	LM-60	Scienze della Natura	ROMA	58	M	9
28405	2021	5806	Roma Foro Italico	LM-67	Health And Physical Activity	ROMA	58	F	9
28406	2021	5807	Roma Tre	L-01	Archeologia e Storia dell'Arte	ROMA	58	M	9
28407	2021	5802	Roma Tor Vergata	LM-49	Tourism Strategy, Cultural Heritage And Made in Italy	ROMA	58	F	9
28408	2021	5802	Roma Tor Vergata	LM-84	Scienze della Storia e del Documento	ROMA	58	M	9
28409	2021	5802	Roma Tor Vergata	LM-71	Chemical Nano-Engineering	ROMA	58	M	9
28410	2021	5802	Roma Tor Vergata	LM-56	Economics - Economia	ROMA	58	M	9
28411	2021	5802	Roma Tor Vergata	L-35	Matematica	ROMA	58	M	9
28412	2021	5802	Roma Tor Vergata	LM-17	Fisica	ROMA	58	F	9
28413	2021	5801	Roma La Sapienza	LM-04	Architettura - Rigenerazione Urbana	ROMA	58	F	9
28414	2021	5801	Roma La Sapienza	LM-18	Computer Science	ROMA	58	F	9
28415	2021	5801	Roma La Sapienza	L/SNT3	Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia)	ROMA	58	F	9
28416	2021	5801	Roma La Sapienza	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	ARICCIA	58	M	9
28417	2021	5801	Roma La Sapienza	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	BRACCIANO	58	F	9
28418	2021	5801	Roma La Sapienza	L/SNT2	Podologia (Abilitante alla Professione Sanitaria di Podologo)	ROMA	58	F	9
28419	2021	5801	Roma La Sapienza	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	LATINA	59	M	9
28420	2021	5801	Roma La Sapienza	99999	Psicologia	ROMA	58	F	9
28421	2021	5601	Tuscia	LM-73	Scienze Forestali e Ambientali	VITERBO	56	F	9
28422	2021	5601	Tuscia	L-32	Scienze Ambientali	CIVITAVECCHIA	58	F	9
28423	2021	5001	Pisa	LM-32	Embedded Computing Systems	PISA	50	M	9
28424	2021	5001	Pisa	LM-51	Psicologia Clinica e della Salute	PISA	50	M	9
28425	2021	5001	Pisa	LM-71	Chimica Industriale	PISA	50	F	9
28426	2021	5201	Siena	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	SIENA	52	F	9
28427	2021	5201	Siena	LM-84	Storia e Filosofia	SIENA	52	M	9
28428	2021	5201	Siena	LM-63	Scienze delle Amministrazioni	SIENA	52	M	9
28429	2021	5401	Perugia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	FOLIGNO	54	M	9
28430	2021	5401	Perugia	L-05	Filosofia e Scienze e Tecniche Psicologiche	PERUGIA	54	F	9
28431	2021	5401	Perugia	LM/SNT2	Scienze Riabilitative delle Professioni Sanitarie	PERUGIA	54	M	9
28432	2021	5401	Perugia	LM-08	Biotecnologie Molecolari e Industriali	PERUGIA	54	F	9
28433	2021	5401	Perugia	LM-09	Biotecnologie Farmaceutiche	PERUGIA	54	F	9
28434	2021	5401	Perugia	LM-14	Italianistica e Storia Europea	PERUGIA	54	M	9
28435	2021	5401	Perugia	LM-23	Ingegneria Civile	PERUGIA	54	M	9
28436	2021	5401	Perugia	LM-78	Filosofia ed Etica delle Relazioni	PERUGIA	54	F	9
28437	2021	5401	Perugia	LM-68	Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate	PERUGIA	54	M	9
28438	2021	5401	Perugia	LM-46	Odontoiatria e Protesi Dentaria	PERUGIA	54	M	9
28439	2021	5601	Tuscia	L-09	Ingegneria Industriale	VITERBO	56	F	9
28440	2021	5601	Tuscia	L-20	Comunicazione, Tecnologie e Culture Digitali	VITERBO	56	M	9
28441	2020	6301	Napoli Federico II	LM-21	Industrial Bioengineering	NAPOLI	63	F	9
28442	2020	6301	Napoli Federico II	L-39	Corso di Laurea Interfacolta in Servizio Sociale	NAPOLI	63	F	9
28443	2020	6301	Napoli Federico II	LM/SNT3	Scienze delle Professioni Sanitarie Tecniche Diagnostiche	NAPOLI	63	F	9
28444	2020	6301	Napoli Federico II	LM-09	Corso di Laurea Magistrale in Biotecnologie del Farmaco	NAPOLI	63	M	9
28445	2020	6301	Napoli Federico II	LM-86	Scienze e Tecnologie delle Produzioni Animali	NAPOLI	63	M	9
28446	2020	6301	Napoli Federico II	LM-52	Relazioni Internazionali	NAPOLI	63	M	9
28447	2020	6301	Napoli Federico II	LM-61	Corso di Laurea Magistrale in Scienze della Nutrizione Umana	NAPOLI	63	F	9
28448	2020	6202	Benevento Giustino Fortunato - telematica	L-24	Scienze e Tecniche Psicologiche	BENEVENTO	62	F	9
28449	2020	6201	Sannio	LM-29	Ingegneria Elettronica per l'Automazione e le Telecomunicazioni	BENEVENTO	62	M	9
28450	2020	6201	Sannio	LM-74	Scienze e Tecnologie Geologiche	BENEVENTO	62	M	9
28451	2020	6301	Napoli Federico II	L/SNT3	Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista)	NAPOLI	63	F	9
28452	2020	6301	Napoli Federico II	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	NAPOLI	63	M	9
28453	2020	6301	Napoli Federico II	L-07	Corso di Laurea in Ingegneria Gestionale dei Progetti e delle Infrastrutture	NAPOLI	63	M	9
28454	2020	6301	Napoli Federico II	L-10	Corso di Laurea in Lettere Classiche	NAPOLI	63	F	9
28455	2020	6301	Napoli Federico II	L-25	Viticoltura ed Enologia	AVELLINO	64	M	9
28456	2020	5807	Roma Tre	LM-40	Matematica	ROMA	58	F	9
28457	2020	5807	Roma Tre	LM-33	Ingegneria Meccanica	ROMA	58	F	9
28458	2020	5807	Roma Tre	LM-27	Ingegneria delle Tecnologie della Comunicazione e dell'Informazione	ROMA	58	M	9
28459	2020	5807	Roma Tre	LM-06	Biodiversità e Gestione degli Ecosistemi	ROMA	58	F	9
28460	2020	5813	Roma UNINETTUNO - telematica	L-01	Operatore dei Beni Culturali	ROMA	58	M	9
28461	2020	5813	Roma UNINETTUNO - telematica	L-14	Diritto dell'Impresa, del Lavoro e delle Nuove Tecnologie	ROMA	58	M	9
28462	2020	6001	Cassino	LM-56	Global Economy And Business	CASSINO	60	M	9
28463	2020	6001	Cassino	LM-56	Global Economy And Business - Economia e Strategie d'Impresa per il Mercato Globale	CASSINO	60	M	9
28464	2020	5817	Roma Link Campus	LM-59	Technologies, Codes And Communications	ROMA	58	M	9
28465	2020	6501	Salerno	LM-15	Filologia, Letterature e Storia dell'Antichità	FISCIANO	65	F	9
28466	2020	6501	Salerno	LM-33	Ingegneria Meccanica	FISCIANO	65	F	9
28467	2020	6501	Salerno	LM-14	Linguistica e Didattica dell'Italiano Nel Contesto Internazionale	FISCIANO	65	F	9
28468	2020	6501	Salerno	L-07	Ingegneria Civile per l'Ambiente ed il Territorio	FISCIANO	65	M	9
28469	2020	6501	Salerno	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	BARONISSI	65	M	9
28470	2020	6501	Salerno	L-19	Educatore di Ludoteca, Laboratori Socio-Educativi e Servizi Ricreativi per l'Infanzia	FISCIANO	65	F	9
28471	2020	6306	Napoli Vanvitelli	LM-13	Farmacia	CASERTA	61	M	9
28472	2020	6306	Napoli Vanvitelli	LM-52	Relazioni e Organizzazioni Internazionali	CASERTA	61	F	9
28473	2020	6306	Napoli Vanvitelli	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	NAPOLI	63	F	9
28474	2020	6306	Napoli Vanvitelli	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	CASERTA	61	F	9
28475	2020	6306	Napoli Vanvitelli	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	AVERSA	61	F	9
28476	2020	6306	Napoli Vanvitelli	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	NAPOLI	63	F	9
28477	2020	6306	Napoli Vanvitelli	L/SNT1	Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o)	NAPOLI	63	F	9
28478	2020	6306	Napoli Vanvitelli	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	AVELLINO	64	M	9
28479	2020	6304	Napoli Benincasa	LM-89	Archeologia e Storia dell'Arte	NAPOLI	63	F	9
28480	2020	6302	Napoli Parthenope	LM-63	Management Pubblico	NAPOLI	63	M	9
28481	2020	6601	L'Aquila	LM-67	Scienze Motorie Preventive e Adattative	L'AQUILA	66	F	9
28482	2020	6701	Teramo	LM-42	Medicina Veterinaria	TERAMO	67	M	9
28483	2020	6701	Teramo	LM-59	Management And Business Communication	TERAMO	67	F	9
28484	2020	6701	Teramo	LM-62	Scienze Politiche Internazionali	TERAMO	67	M	9
28485	2020	6601	L'Aquila	L-35	Matematica	L'AQUILA	66	F	9
28486	2020	6601	L'Aquila	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	L'AQUILA	66	F	9
28487	2020	6601	L'Aquila	L-08	Ingegneria dell'Informazione	L'AQUILA	66	F	9
28488	2020	6501	Salerno	LM-65	Scienze dello Spettacolo e della Produzione Multimediale	FISCIANO	65	M	9
28489	2020	6501	Salerno	LM-63	Scienze del Governo e dell'Amministrazione	FISCIANO	65	F	9
28490	2020	6501	Salerno	LM-83	Scienze Statistiche per la Finanza	FISCIANO	65	F	9
28491	2020	6501	Salerno	LM-85 bis	Scienze della Formazione Primaria	FISCIANO	65	M	9
28492	2020	6901	Chieti e Pescara	L-34	Scienze Geologiche	CHIETI	69	F	9
28493	2020	6901	Chieti e Pescara	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	CHIETI	69	F	9
28494	2020	7001	Molise	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	CAMPOBASSO	70	M	9
28495	2020	6901	Chieti e Pescara	LM-89	Beni Archeologici e Storico-Artistici	CHIETI	69	F	9
28496	2020	7001	Molise	LM-62	Scienze Politiche e delle Istituzioni Europee	CAMPOBASSO	70	M	9
28497	2020	8201	Palermo	LM-54	Chimica	PALERMO	82	M	9
28498	2020	8201	Palermo	LM-57	Scienze della Formazione Continua	PALERMO	82	M	9
28499	2020	8201	Palermo	LM-59	Scienze della Comunicazione Pubblica, d'Impresa e Pubblicità	PALERMO	82	M	9
28500	2020	8201	Palermo	LM-84	Studi Storici, Antropologici e Geografici	PALERMO	82	F	9
28501	2020	8301	Messina	L-16	Scienze Politiche, Amministrazione e Servizi	MESSINA	83	M	9
28502	2020	8301	Messina	L-13	Scienze Biologiche	MESSINA	83	M	9
28503	2020	8201	Palermo	L-07	Ingegneria per l'Ambiente ed il Territorio	PALERMO	82	F	9
28504	2020	8201	Palermo	L-25	Agroingegneria	PALERMO	82	F	9
28505	2020	8001	Reggio Calabria	LM-35	Ingegneria per l'Ambiente e il Territorio	REGGIO DI CALABRIA	80	F	9
28506	2020	8001	Reggio Calabria	LM-70	Scienze e Tecnologie Alimentari	REGGIO DI CALABRIA	80	F	9
28507	2020	8201	Palermo	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	PALERMO	82	M	9
28508	2020	8201	Palermo	L-01	Beni Culturali: Conoscenza, Gestione, Valorizzazione	PALERMO	82	M	9
28509	2020	8201	Palermo	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	PALERMO	82	F	9
28510	2020	8701	Catania	46/S	Medicina e Chirurgia	CATANIA	87	F	9
28511	2020	8701	Catania	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	CATANIA	87	F	9
28512	2020	8701	Catania	L/SNT3	Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)	CATANIA	87	M	9
28513	2020	8701	Catania	L-27	Chimica Industriale	CATANIA	87	F	9
28514	2020	8701	Catania	LM-88	Sociologia	CATANIA	87	F	9
28515	2020	9001	Sassari	L-01	Scienze dei Beni Culturali	SASSARI	90	M	9
28516	2020	9001	Sassari	L-02	Biotecnologie	SASSARI	90	M	9
28517	2020	8301	Messina	L-20	Scienze dell'Informazione: Comunicazione Pubblica e Tecniche Giornalistiche	MESSINA	83	M	9
28518	2020	8301	Messina	L-23	Ingegneria Civile e dei Sistemi Edilizi	MESSINA	83	M	9
28519	2020	8301	Messina	LM-06	Biologia	MESSINA	83	M	9
28520	2020	8301	Messina	LM-49	Turismo e Spettacolo	MESSINA	83	F	9
28521	2020	8301	Messina	LM-54	Chimica	MESSINA	83	F	9
28522	2020	8301	Messina	LM-55	Scienze Cognitive e Teorie della Comunicazione	MESSINA	83	F	9
28523	2020	8701	Catania	99999	Giurisprudenza	CATANIA	87	F	9
28524	2020	8301	Messina	LM-77	Management del Turismo e dellAmbiente	MESSINA	83	F	9
28525	2020	8701	Catania	04/S-cu	Architettura	SIRACUSA	89	F	9
28526	2020	7501	Salento	L-35	Matematica	LECCE	75	M	9
28527	2020	7501	Salento	LM-14	Lettere Moderne	LECCE	75	M	9
28528	2020	7501	Salento	LM-16	Economia Finanza e Assicurazioni	LECCE	75	F	9
28529	2020	7501	Salento	LM-17	Fisica	LECCE	75	F	9
28530	2020	7601	Basilicata	LM-35	Ingegneria per l'Ambiente e il Territorio	POTENZA	76	M	9
28531	2020	7601	Basilicata	L-21	Paesaggio, Ambiente e Verde Urbano	MATERA	77	M	9
28532	2020	7801	Calabria	17	Economia Aziendale	RENDE	78	M	9
28533	2020	7601	Basilicata	LM-84	Storia e Civiltà Europee	POTENZA	76	F	9
28534	2020	7801	Calabria	LM-18	Informatica	RENDE	78	M	9
28535	2020	7801	Calabria	LM-16	Finance And Insurance	RENDE	78	F	9
28536	2020	7801	Calabria	LM-11	Scienze e Tecnologie per la Conservazione e il Restauro dei Beni Culturali	RENDE	78	F	9
28537	2020	7801	Calabria	L-30	Scienza dei Materiali Innovativi e per le Nanotecnologie	RENDE	78	M	9
28538	2020	7901	Catanzaro	LM-21	Ingegneria Biomedica	CATANZARO	79	M	9
28539	2020	7901	Catanzaro	LM-46	Odontoiatria e Protesi Dentaria	CATANZARO	79	F	9
28540	2020	7801	Calabria	LM-78	Scienze Filosofiche	RENDE	78	F	9
28541	2020	7202	Bari Politecnico	LM-12	Industrial Design	BARI	72	F	9
28542	2020	7202	Bari Politecnico	L-08	Ingegneria Elettronica e delle Telecomunicazioni	BARI	72	F	9
28543	2020	7201	Bari	LM-69	Medicina delle Piante	BARI	72	F	9
28544	2020	7201	Bari	LM-77	Marketing	BARI	72	F	9
28545	2020	7201	Bari	LM-78	Scienze Filosofiche	BARI	72	M	9
28546	2020	7201	Bari	LM-56	Economia e Commercio	BARI	72	M	9
28547	2020	7201	Bari	LM-56	Economia e Strategie per i Mercati Internazionali	BARI	72	M	9
28548	2020	7201	Bari	LM-40	Matematica	BARI	72	F	9
28549	2020	7201	Bari	LM-09	Biotecnologie Mediche e Medicina Molecolare	BARI	72	M	9
28550	2020	7201	Bari	LM-13	Chimica e Tecnologia Farmaceutiche	BARI	72	M	9
28551	2020	7201	Bari	LM-17	Physics	BARI	72	M	9
28552	2020	7101	Foggia	L-09	Ingegneria dei Sistemi Logistici per l' Agro-Alimentare	FOGGIA	71	F	9
28553	2020	7101	Foggia	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	FOGGIA	71	F	9
28554	2020	7101	Foggia	LM-70	Scienze e Tecnologie Alimentari	FOGGIA	71	M	9
28555	2020	7201	Bari	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	TARANTO	73	F	9
28556	2020	7201	Bari	L-14	Scienze dei Servizi Giuridici	BARI	72	M	9
28557	2020	7201	Bari	L-14	Scienze dei Servizi Giuridici d'Impresa	BARI	72	F	9
28558	2020	7201	Bari	L-02	Biotecnologie Industriali e Agro-Alimentari	BARI	72	F	9
28559	2020	7201	Bari	L-32	Scienze Ambientali	TARANTO	73	F	9
28560	2020	7201	Bari	L-31	Informatica e Comunicazione Digitale	TARANTO	73	F	9
28561	2020	7201	Bari	L-41	Scienze Statistiche	BARI	72	M	9
28562	2021	101	Torino	L/SNT3	Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista)	TORINO	1	F	9
28563	2021	101	Torino	L/SNT3	Dietistica (Abilitante alla Professione Sanitaria di Dietista)	TORINO	1	F	9
28564	2021	101	Torino	L/SNT4	Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro)	COLLEGNO	1	M	9
